event,league,date,event_location_country,fighter_1,fighter_2,winner,match_arm,f1_age,f2_age,f1_style_dominant,f1_style_additional,f2_style_dominant,f2_style_additional,f1_weight,f2_weight,weight_advantage,f1_height,f2_height,height_advantage,f1_country,f2_country,f1_travel_penalty,f2_travel_penalty,domestic_advantage,travel_type,label,f1_style_combo_success_percent,f2_style_combo_success_percent,athlete1_style_advantage_rate,f1_gender,f2_gender,f1_is_current_title_holder,f2_is_current_title_holder,f1_days_from_last_match,f2_days_from_last_match,f1_low_rank_predictions,f1_high_rank_predictions,f2_low_rank_predictions,f2_high_rank_predictions,f1_all_rank_predictions,f2_all_rank_predictions,f1_left_winning_streak,f1_right_winning_streak,f1_winrate_last_5,f2_left_winning_streak,f2_right_winning_streak,f2_winrate_last_5,num_shared_opponents_value,mma_math_positive,mma_math_negative,has_head_to_head,head_to_head_result,second_order_mma_math_difference,second_order_mma_math_positive,second_order_mma_math_negative,f1_domestic_win_rate,f1_transatlantic_win_rate,f2_domestic_win_rate,f2_transatlantic_win_rate
East vs West 1,EvW,"June 12, 2021",Turkey,Irina Drieva,Sarah Backman,Sarah Backman,Right,,33.0,Toproll,Hook,Hook,Toproll,75.0,80.0,-5.0,175.0,174.0,1.0,Russia,USA,0,1,1,transatlantic,0,53.4,39.7,59.6,female,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Khadzimurat Zoloev,Todd Hutchings,Khadzimurat Zoloev,Right,41.0,58.0,Hook,Toproll,Side,Press,93.0,98.0,-5.0,178.0,180.0,-2.0,Russia,USA,0,1,1,transatlantic,1,39.7,58.3,32.1,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1.0,0.727
East vs West 1,EvW,"June 12, 2021",Turkey,Todd Hutchings,Khadzimurat Zoloev,Khadzimurat Zoloev,Right,58.0,41.0,Side,Press,Hook,Toproll,98.0,93.0,5.0,180.0,178.0,2.0,USA,Russia,1,0,-1,transatlantic,0,58.3,39.7,67.9,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.727,0.5,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Bozhidar Simeonov,Tony Kitowski,Bozhidar Simeonov,Right,27.0,27.0,Toproll,Side,Hook,Side,85.0,82.0,3.0,175.0,173.0,2.0,Bulgaria,USA,0,1,1,transatlantic,1,53.3,44.2,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0.5,0.5,0.0
East vs West 1,EvW,"June 12, 2021",Turkey,Tony Kitowski,Bozhidar Simeonov,Bozhidar Simeonov,Right,27.0,27.0,Hook,Side,Toproll,Side,82.0,85.0,-3.0,173.0,175.0,-2.0,USA,Bulgaria,1,0,-1,transatlantic,0,44.2,53.3,40.4,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Bela Plieva,Esra Kiraz,Bela Plieva,Right,27.0,24.0,Toproll,Hook,Toproll,,55.0,65.0,-10.0,170.0,170.0,0.0,Russia,Turkey,0,0,0,domestic,1,53.4,50.0,50.0,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.5,0.0,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Esra Kiraz,Bela Plieva,Bela Plieva,Right,24.0,27.0,Toproll,,Toproll,Hook,65.0,55.0,10.0,170.0,170.0,-0.0,Turkey,Russia,0,0,0,domestic,0,50.0,53.4,50.0,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,1.0,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Bozhidar Simeonov,Tony Kitowski,Bozhidar Simeonov,Left,27.0,27.0,Toproll,Side,Hook,Side,85.0,82.0,3.0,175.0,173.0,2.0,Bulgaria,USA,0,1,1,transatlantic,1,53.3,44.2,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0.5,0.5,0.0
East vs West 1,EvW,"June 12, 2021",Turkey,Tony Kitowski,Bozhidar Simeonov,Bozhidar Simeonov,Left,27.0,27.0,Hook,Side,Toproll,Side,82.0,85.0,-3.0,173.0,175.0,-2.0,USA,Bulgaria,1,0,-1,transatlantic,0,44.2,53.3,40.4,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.0,0.4,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Joshua Grant,Erkan Damar,Joshua Grant,Right,32.0,34.0,Toproll,Hook,Hook,Toproll,102.0,105.0,-3.0,185.0,180.0,5.0,Canada,Turkey,1,0,-1,transatlantic,1,53.4,39.7,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,1.0,0.0,0.5
East vs West 1,EvW,"June 12, 2021",Turkey,Erkan Damar,Joshua Grant,Joshua Grant,Right,34.0,32.0,Hook,Toproll,Toproll,Hook,105.0,102.0,3.0,180.0,185.0,-5.0,Turkey,Canada,0,1,1,transatlantic,0,39.7,53.4,40.4,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,0.5,1.0
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Raimonds Liepins,Mazahir Saidu,Raimonds Liepins,Right,34.0,23.0,Hook,Press,Toproll,,83.0,104.0,-21.0,170.0,183.0,-13.0,Latvia,India,0,0,0,domestic,1,37.2,50.0,40.4,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.5
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Mazahir Saidu,Raimonds Liepins,Raimonds Liepins,Right,23.0,34.0,Toproll,,Hook,Press,104.0,83.0,21.0,183.0,170.0,13.0,India,Latvia,0,0,0,domestic,0,50.0,37.2,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,0.6,0.0
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Aleksandr Beziazykov,Larry Wheels,Aleksandr Beziazykov,Right,24.0,31.0,Toproll,Hook,Hook,,116.0,127.0,-11.0,195.0,185.0,10.0,Russia,USA,0,1,1,transatlantic,1,53.4,42.9,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.6,0.5,0.5,0.0
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Larry Wheels,Aleksandr Beziazykov,Aleksandr Beziazykov,Right,31.0,24.0,Hook,,Toproll,Hook,127.0,116.0,11.0,185.0,195.0,-10.0,USA,Russia,1,0,-1,transatlantic,0,42.9,53.4,40.4,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.0,0.6,0.5
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Devon Larratt,Michael Todd,Devon Larratt,Right,50.0,51.0,Toproll,King's Move,King's Move,Side,120.0,105.0,15.0,196.0,191.0,5.0,Canada,USA,1,1,0,domestic,1,80.0,45.5,100.0,male,male,False,False,0,0,1,0,0,0,1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.75,1.0,0.333
King of the Table,KOTT,"May 28, 2021",United Arab Emirates,Michael Todd,Devon Larratt,Devon Larratt,Right,51.0,50.0,King's Move,Side,Toproll,King's Move,105.0,120.0,-15.0,191.0,196.0,-5.0,USA,Canada,1,1,0,domestic,0,45.5,80.0,0.0,male,male,False,False,0,0,0,0,1,0,0,1,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.333,1.0,0.75
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,Ermes Gasparini,Genadi Kvikvinia,Ermes Gasparini,Right,31.0,40.0,Toproll,Press,Hook,Press,130.0,140.0,-10.0,188.0,185.0,3.0,Italy,Georgia,0,0,0,domestic,1,58.5,37.2,59.6,male,male,False,False,182,0,0,0,0,0,0,0,0,0,1.0,0,0,0.5,0,0,0,0,0,0,0,0,0.667,0.0,0.444,0.5
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,Genadi Kvikvinia,Ermes Gasparini,Ermes Gasparini,Right,40.0,31.0,Hook,Press,Toproll,Press,140.0,130.0,10.0,185.0,188.0,-3.0,Georgia,Italy,0,0,0,domestic,0,37.2,58.5,40.4,male,male,False,False,0,182,0,0,0,0,0,0,0,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0.444,0.5,0.667,0.0
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,Brandon Allen,Larry Wheels,Brandon Allen,Right,37.0,31.0,Hook,Toproll,Hook,,142.0,127.0,15.0,185.0,185.0,0.0,USA,USA,1,1,0,domestic,1,39.7,42.9,50.0,male,male,False,False,0,197,0,0,0,0,0,0,0,0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,0.0
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,Larry Wheels,Brandon Allen,Brandon Allen,Right,31.0,37.0,Hook,,Hook,Toproll,127.0,142.0,-15.0,185.0,185.0,-0.0,USA,USA,1,1,0,domestic,0,42.9,39.7,50.0,male,male,False,False,197,0,0,0,0,0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.0,0.5,1.0
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,Devon Larratt,John Brzenk,Devon Larratt,Right,50.0,60.0,Toproll,King's Move,Hook,Toproll,120.0,104.0,16.0,196.0,181.0,15.0,Canada,USA,1,1,0,domestic,1,80.0,39.7,59.6,male,male,True,False,197,0,0,0,0,0,0,0,0,0,1.0,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.75,0.5,0.333
King of the Table 2,KOTT,"December 11, 2021",United Arab Emirates,John Brzenk,Devon Larratt,Devon Larratt,Right,60.0,50.0,Hook,Toproll,Toproll,King's Move,104.0,120.0,-16.0,181.0,196.0,-15.0,USA,Canada,1,1,0,domestic,0,39.7,80.0,40.4,male,male,False,True,0,197,0,0,0,0,0,0,0,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0.5,0.333,1.0,0.75
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Khaled Jashell,Larry Wheels,Khaled Jashell,Right,29.0,31.0,Hook,,Hook,,116.0,127.0,-11.0,183.0,185.0,-2.0,Cameroon,USA,0,1,1,transatlantic,1,42.9,42.9,50.0,male,male,False,False,0,112,0,0,0,0,0,0,0,0,0.5,0,-2,0.0,0,0,0,0,0,0,0,0,0.667,0.5,0.5,0.0
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Larry Wheels,Khaled Jashell,Khaled Jashell,Right,31.0,29.0,Hook,,Hook,,127.0,116.0,11.0,185.0,183.0,2.0,USA,Cameroon,1,0,-1,transatlantic,0,42.9,42.9,50.0,male,male,False,False,112,0,0,0,0,0,0,0,0,-2,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.0,0.667,0.5
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Gabriela Vasconcelos,Sarah Backman,Gabriela Vasconcelos,Right,37.0,33.0,Hook,Toproll,Hook,Toproll,80.0,80.0,0.0,157.0,174.0,-17.0,Brazil,USA,1,1,0,domestic,1,39.7,39.7,50.0,female,male,False,False,0,294,0,0,0,0,0,0,0,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0.0,0.75,0.0,0.5
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Sarah Backman,Gabriela Vasconcelos,Gabriela Vasconcelos,Right,33.0,37.0,Hook,Toproll,Hook,Toproll,80.0,80.0,-0.0,174.0,157.0,17.0,USA,Brazil,1,1,0,domestic,0,39.7,39.7,50.0,male,female,False,False,294,0,0,0,0,0,0,0,0,0,1.0,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.75
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Ermes Gasparini,Wagner Bortolato,Ermes Gasparini,Left,31.0,44.0,Toproll,Press,Hook,Press,130.0,151.0,-21.0,188.0,188.0,0.0,Italy,Brazil,0,1,1,transatlantic,1,58.5,37.2,59.6,male,male,False,False,49,0,0,0,0,0,0,0,0,3,1.0,0,0,0.5,0,0,0,0,0,0,0,0,0.667,0.0,0.5,0.25
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Wagner Bortolato,Ermes Gasparini,Ermes Gasparini,Left,44.0,31.0,Hook,Press,Toproll,Press,151.0,130.0,21.0,188.0,188.0,-0.0,Brazil,Italy,1,0,-1,transatlantic,0,37.2,58.5,40.4,male,male,False,False,0,49,0,0,0,0,0,0,0,0,0.5,0,3,1.0,0,0,0,0,0,0,0,0,0.5,0.25,0.667,0.0
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Dave Chaffee,Alex Kurdecha,Dave Chaffee,Right,48.0,36.0,Side,Press,Toproll,Press,125.0,150.0,-25.0,188.0,201.0,-13.0,USA,Poland,1,0,-1,transatlantic,1,58.3,58.5,42.9,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.667,0.286,0.4,0.0
King of the Table 3,KOTT,"April 2, 2022",United Arab Emirates,Alex Kurdecha,Dave Chaffee,Dave Chaffee,Right,36.0,48.0,Toproll,Press,Side,Press,150.0,125.0,25.0,201.0,188.0,13.0,Poland,USA,0,1,1,transatlantic,0,58.5,58.3,57.1,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0.0,0.667,0.286
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Irakli Zirakashvili,Marcio Barboza,Irakli Zirakashvili,Right,27.0,52.0,Toproll,Press,Toproll,Hook,95.0,111.0,-16.0,190.0,183.0,7.0,Georgia,Brazil,0,1,1,transatlantic,1,58.5,53.4,50.0,male,male,False,False,35,35,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0.692,0.0,0.0,0.5
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Marcio Barboza,Irakli Zirakashvili,Irakli Zirakashvili,Right,52.0,27.0,Toproll,Hook,Toproll,Press,111.0,95.0,16.0,183.0,190.0,-7.0,Brazil,Georgia,1,0,-1,transatlantic,0,53.4,58.5,50.0,male,male,False,False,35,35,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.5,0.692,0.0
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Alex Kurdecha,Corey West,Alex Kurdecha,Right,36.0,34.0,Toproll,Press,Hook,Side,150.0,195.0,-45.0,201.0,192.0,9.0,Poland,USA,0,1,1,transatlantic,1,58.5,44.2,59.6,male,male,False,False,84,0,0,0,0,0,0,0,0,0,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0.0,0.333,0.2
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Corey West,Alex Kurdecha,Alex Kurdecha,Right,34.0,36.0,Hook,Side,Toproll,Press,195.0,150.0,45.0,192.0,201.0,-9.0,USA,Poland,1,0,-1,transatlantic,0,44.2,58.5,40.4,male,male,False,False,0,84,0,0,0,0,0,0,0,0,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0.333,0.2,0.4,0.0
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Levan Saginashvili,Devon Larratt,Levan Saginashvili,Right,36.0,50.0,Toproll,Press,Toproll,King's Move,178.0,120.0,58.0,193.0,196.0,-3.0,Georgia,Canada,0,1,1,transatlantic,1,58.5,80.0,50.0,male,male,False,False,0,196,0,0,0,0,0,0,0,0,0.5,0,2,1.0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.75
King of the Table 4,KOTT,"June 25, 2022",United Arab Emirates,Devon Larratt,Levan Saginashvili,Levan Saginashvili,Right,50.0,36.0,Toproll,King's Move,Toproll,Press,120.0,178.0,-58.0,196.0,193.0,3.0,Canada,Georgia,1,0,-1,transatlantic,0,80.0,58.5,50.0,male,male,False,False,196,0,0,0,0,0,0,0,0,2,1.0,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.75,1.0,1.0
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Khaled Jashell,Aleksandr Beziazykov,Khaled Jashell,Right,29.0,24.0,Hook,,Toproll,Hook,116.0,116.0,0.0,183.0,195.0,-12.0,Cameroon,Russia,0,0,0,domestic,1,42.9,53.4,40.4,male,male,False,False,182,231,0,0,0,0,0,0,0,0,1.0,0,2,1.0,0,0,0,0,0,0,0,0,0.667,0.5,0.6,0.5
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Aleksandr Beziazykov,Khaled Jashell,Khaled Jashell,Right,24.0,29.0,Toproll,Hook,Hook,,116.0,116.0,-0.0,195.0,183.0,12.0,Russia,Cameroon,0,0,0,domestic,0,53.4,42.9,59.6,male,male,False,False,231,182,0,0,0,0,0,0,0,2,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0.6,0.5,0.667,0.5
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Irakli Zirakashvili,Lachlan Adair,Irakli Zirakashvili,Right,27.0,35.0,Toproll,Press,Hook,Press,95.0,107.0,-12.0,190.0,186.0,4.0,Georgia,Australia,0,0,0,domestic,1,58.5,37.2,59.6,male,male,False,False,56,56,0,0,0,0,0,0,0,2,0.67,0,0,0.0,0,0,0,0,0,0,0,0,0.692,0.0,0.167,1.0
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Lachlan Adair,Irakli Zirakashvili,Irakli Zirakashvili,Right,35.0,27.0,Hook,Press,Toproll,Press,107.0,95.0,12.0,186.0,190.0,-4.0,Australia,Georgia,0,0,0,domestic,0,37.2,58.5,40.4,male,male,False,False,56,56,0,0,0,0,0,0,0,0,0.0,0,2,0.67,0,0,0,0,0,0,0,0,0.167,1.0,0.692,0.0
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Ryan Bowen,Khaled Jashell,Ryan Bowen,Right,41.0,29.0,King's Move,Toproll,Hook,,91.0,116.0,-25.0,185.0,183.0,2.0,Australia,Cameroon,0,0,0,domestic,1,14.3,42.9,40.0,male,male,False,False,56,182,0,0,0,0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0.25,0.5,0.667,0.5
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Khaled Jashell,Ryan Bowen,Ryan Bowen,Right,29.0,41.0,Hook,,King's Move,Toproll,116.0,91.0,25.0,183.0,185.0,-2.0,Cameroon,Australia,0,0,0,domestic,0,42.9,14.3,60.0,male,male,False,False,182,56,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,0,0.667,0.5,0.25,0.5
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Dave Chaffee,Vitaly Laletin,Dave Chaffee,Right,48.0,35.0,Side,Press,Toproll,,125.0,140.0,-15.0,188.0,205.0,-17.0,USA,Russia,1,0,-1,transatlantic,1,58.3,50.0,42.9,male,male,False,False,56,0,0,0,0,0,0,0,0,-2,0.33,0,0,0.5,0,0,0,0,0,0,0,0,0.667,0.286,0.778,0.5
King of the Table 5,KOTT,"October 1, 2022",United Arab Emirates,Vitaly Laletin,Dave Chaffee,Dave Chaffee,Right,35.0,48.0,Toproll,,Side,Press,140.0,125.0,15.0,205.0,188.0,17.0,Russia,USA,0,1,1,transatlantic,0,50.0,58.3,57.1,male,male,False,False,0,56,0,0,0,0,0,0,0,0,0.5,0,-2,0.33,0,0,0,0,0,0,0,0,0.778,0.5,0.667,0.286
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,Sabin Badulescu,Pavlo Derbedyenyev,Sabin Badulescu,Right,40.0,44.0,Toproll,Hook,Toproll,Hook,129.0,120.0,9.0,188.0,185.0,3.0,Romania,Ukraine,0,0,0,domestic,1,53.4,53.4,50.0,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0.5,0.0,1.0
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,Pavlo Derbedyenyev,Sabin Badulescu,Sabin Badulescu,Right,44.0,40.0,Toproll,Hook,Toproll,Hook,120.0,129.0,-9.0,185.0,188.0,-3.0,Ukraine,Romania,0,0,0,domestic,0,53.4,53.4,50.0,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.5
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,Denis Cyplenkov,John Brzenk,Denis Cyplenkov,Right,43.0,60.0,King's Move,Hook,Hook,Toproll,130.0,104.0,26.0,186.0,181.0,5.0,Russia,USA,0,1,1,transatlantic,1,16.7,39.7,40.0,male,male,False,False,0,35,0,0,0,0,0,0,0,0,0.5,0,0,0.6,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.333
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,John Brzenk,Denis Cyplenkov,Denis Cyplenkov,Right,60.0,43.0,Hook,Toproll,King's Move,Hook,104.0,130.0,-26.0,181.0,186.0,-5.0,USA,Russia,1,0,-1,transatlantic,0,39.7,16.7,60.0,male,male,False,False,35,0,0,0,0,0,0,0,0,0,0.6,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.333,0.5,0.5
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,Levan Saginashvili,Ermes Gasparini,Levan Saginashvili,Right,36.0,31.0,Toproll,Press,Toproll,Press,178.0,130.0,48.0,193.0,188.0,5.0,Georgia,Italy,0,0,0,domestic,1,58.5,58.5,50.0,male,male,True,False,245,98,0,0,0,0,0,0,0,0,1.0,0,4,0.8,0,0,0,0,0,2,2,0,1.0,1.0,0.667,0.0
King of the Table 6,KOTT,"February 25, 2023",United Arab Emirates,Ermes Gasparini,Levan Saginashvili,Levan Saginashvili,Right,31.0,36.0,Toproll,Press,Toproll,Press,130.0,178.0,-48.0,188.0,193.0,-5.0,Italy,Georgia,0,0,0,domestic,0,58.5,58.5,50.0,male,male,False,True,98,245,0,0,0,0,0,0,0,4,0.8,0,0,1.0,0,0,0,0,0,-2,0,2,0.667,0.0,1.0,1.0
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Engin Terzi,Raimonds Liepins,Engin Terzi,Right,50.0,34.0,Toproll,Press,Hook,Press,76.0,83.0,-7.0,177.0,170.0,7.0,Turkey,Latvia,0,0,0,domestic,1,58.5,37.2,59.6,male,male,False,False,0,154,0,0,0,0,0,0,0,0,0.5,0,0,0.67,0,0,0,0,0,0,0,0,1.0,0.5,0.6,0.0
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Raimonds Liepins,Engin Terzi,Engin Terzi,Right,34.0,50.0,Hook,Press,Toproll,Press,83.0,76.0,7.0,170.0,177.0,-7.0,Latvia,Turkey,0,0,0,domestic,0,37.2,58.5,40.4,male,male,False,False,154,0,0,0,0,0,0,0,0,0,0.67,0,0,0.5,0,0,0,0,0,0,0,0,0.6,0.0,1.0,0.5
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Artyom Morozov,Corey West,Artyom Morozov,Left,27.0,34.0,Toproll,Hook,Hook,Side,142.0,195.0,-53.0,195.0,192.0,3.0,Kazakhstan,USA,0,1,1,transatlantic,1,53.4,44.2,59.6,male,male,True,False,217,154,1,0,2,0,1,2,4,3,1.0,0,-2,0.33,0,0,0,0,0,0,0,0,0.733,1.0,0.333,0.2
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Corey West,Artyom Morozov,Artyom Morozov,Left,34.0,27.0,Hook,Side,Toproll,Hook,195.0,142.0,53.0,192.0,195.0,-3.0,USA,Kazakhstan,1,0,-1,transatlantic,0,44.2,53.4,40.4,male,male,False,True,154,217,2,0,1,0,2,1,0,-2,0.33,4,3,1.0,0,0,0,0,0,0,0,0,0.333,0.2,0.733,1.0
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Devon Larratt,Dave Chaffee,Devon Larratt,Right,50.0,48.0,Toproll,King's Move,Side,Press,120.0,125.0,-5.0,196.0,188.0,8.0,Canada,USA,1,1,0,domestic,1,80.0,58.3,57.1,male,male,False,False,49,49,2,0,0,0,2,0,0,0,0.6,0,-2,0.2,0,0,0,0,0,-2,3,5,1.0,0.75,0.667,0.286
King of the Table 7,KOTT,"June 24, 2023",United Arab Emirates,Dave Chaffee,Devon Larratt,Devon Larratt,Right,48.0,50.0,Side,Press,Toproll,King's Move,125.0,120.0,5.0,188.0,196.0,-8.0,USA,Canada,1,1,0,domestic,0,58.3,80.0,42.9,male,male,False,False,49,49,0,0,2,0,0,2,0,-2,0.2,0,0,0.6,0,0,0,0,0,2,5,3,0.667,0.286,1.0,0.75
King of the Table 8,KOTT,"September 23, 2023",United Arab Emirates,Lars Rorbakken,Maateiwarangi Heta-Morris,Lars Rorbakken,Right,46.0,35.0,Press,Side,Hook,Toproll,107.0,172.0,-65.0,190.0,191.0,-1.0,Norway,New Zealand,0,0,0,domestic,1,50.0,39.7,83.3,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.667,0.0,0.0,0.5
King of the Table 8,KOTT,"September 23, 2023",United Arab Emirates,Maateiwarangi Heta-Morris,Lars Rorbakken,Lars Rorbakken,Right,35.0,46.0,Hook,Toproll,Press,Side,172.0,107.0,65.0,191.0,190.0,1.0,New Zealand,Norway,0,0,0,domestic,0,39.7,50.0,16.7,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.0,0.5,0.667,0.0
King of the Table 8,KOTT,"September 23, 2023",United Arab Emirates,Serhii Kalinichenko,Chance Shaw,Serhii Kalinichenko,Right,32.0,26.0,Toproll,Press,Hook,Toproll,118.0,130.0,-12.0,187.0,183.0,4.0,Ukraine,USA,0,1,1,transatlantic,1,58.5,39.7,59.6,male,male,False,False,308,56,0,0,0,0,0,0,0,0,0.0,0,-2,0.25,0,0,0,0,0,0,0,0,0.571,0.5,0.0,0.167
King of the Table 8,KOTT,"September 23, 2023",United Arab Emirates,Chance Shaw,Serhii Kalinichenko,Serhii Kalinichenko,Right,26.0,32.0,Hook,Toproll,Toproll,Press,130.0,118.0,12.0,183.0,187.0,-4.0,USA,Ukraine,1,0,-1,transatlantic,0,39.7,58.5,40.4,male,male,False,False,56,308,0,0,0,0,0,0,0,-2,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.167,0.571,0.5
King of the Table 8,KOTT,"September 23, 2023",United Arab Emirates,Krasimir Kostadinov,Lachlan Adair,Krasimir Kostadinov,Right,37.0,35.0,Hook,Side,Hook,Press,104.0,107.0,-3.0,180.0,186.0,-6.0,Bulgaria,Australia,0,0,0,domestic,1,44.2,37.2,50.0,male,male,False,False,413,56,0,0,0,0,0,1,0,-2,0.0,0,0,0.33,0,0,0,0,0,0,0,0,0.4,1.0,0.167,1.0
