event,league,date,fighter_1,fighter_2,winner,match_arm,f1_age,f2_age,f1_style_dominant,f1_style_additional,f2_style_dominant,f2_style_additional,f1_weight,f2_weight,weight_advantage,f1_height,f2_height,height_advantage,f1_country,f2_country,f1_travel_penalty,f2_travel_penalty,domestic_advantage,travel_type,label,f1_style_combo_success_percent,f2_style_combo_success_percent,athlete1_style_advantage_rate,f1_gender,f2_gender,f1_is_current_title_holder,f2_is_current_title_holder,f1_days_from_last_match,f2_days_from_last_match,f1_low_rank_predictions,f1_high_rank_predictions,f2_low_rank_predictions,f2_high_rank_predictions,f1_all_rank_predictions,f2_all_rank_predictions,f1_left_winning_streak,f1_right_winning_streak,f1_winrate_last_5,f2_left_winning_streak,f2_right_winning_streak,f2_winrate_last_5,f1_domestic_win_rate,f1_transatlantic_win_rate,f2_domestic_win_rate,f2_transatlantic_win_rate,num_shared_opponents_value,mma_math_positive,mma_math_negative,has_head_to_head,head_to_head_result,second_order_mma_math_difference,second_order_mma_math_positive,second_order_mma_math_negative
East vs West 9,EvW,"August 26, 2023",Thomas Manghi,Dustin Hyatt,Thomas Manghi,Right,33,23,Toproll,Hook,Toproll,,75.0,75.0,0.0,174.0,178.0,-4.0,Italy,USA,0,0,0,domestic,1,53.4,50.0,50.0,male,male,False,False,0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Brad Grundy,Kyle Hutchison,Brad Grundy,Right,27,35,Toproll,,Hook,Toproll,114.0,115.0,-1.0,183.0,185.0,-2.0,United States Of America,United Kingdom,0,0,0,domestic,1,50.0,39.7,59.6,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.5,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Derek Smith,Mehdi Abvolvand,Derek Smith,Right,39,41,Hook,Toproll,Hook,Press,153.0,158.0,-5.0,203.0,191.0,12.0,United States Of America,Iran (Islamic Republic of),0,0,0,domestic,1,39.7,37.2,50.0,male,male,False,False,385,0,1,0,0,0,1,0,0,-2,0.0,0,0,0.0,0.333,0.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Evgeny Prudnik,David Dadikyan,Evgeny Prudnik,Left,37,26,Hook,Toproll,Hook,,115.0,115.0,0.0,185.0,185.0,0.0,Ukraine,Armenia,0,0,0,domestic,1,39.7,42.9,50.0,male,male,False,False,280,329,1,0,0,0,1,0,0,0,0.6,0,0,1.0,0.5,0.5,0.714,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Adam Wawrzynski,Artur Makarov,Adam Wawrzynski,Right,28,31,Toproll,Hook,Hook,Toproll,93.0,77.0,16.0,183.0,174.0,9.0,United States Of America,Russia,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,112,0,0,0,0,0,0,0,0,0,0.5,0,0,0.0,0.5,0.5,0.75,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Georgii Dzeranov,Ferit Osmanli,Georgii Dzeranov,Right,38,43,Hook,Side,Hook,Toproll,123.0,137.0,-14.0,190.0,187.0,3.0,Kazakhstan,Turkey,0,0,0,domestic,1,44.2,39.7,50.0,male,male,False,False,112,28,1,0,0,0,1,0,0,2,1.0,-2,0,0.0,0.571,1.0,0.0,0.0,1,1,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Ivan Matyushenko,Davit Arabuli,Ivan Matyushenko,Left,40,28,Hook,,Toproll,Hook,114.0,120.0,-6.0,192.0,188.0,4.0,Russia,Georgia,0,0,0,domestic,1,42.9,53.4,40.4,male,male,False,False,0,217,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.667,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Davit Samushia,Vala Ichqiti,Davit Samushia,Right,33,25,Press,Hook,Side,Hook,85.0,85.0,0.0,178.0,175.0,3.0,Georgia,Georgia,0,0,0,domestic,1,82.4,47.4,50.0,male,male,False,False,112,0,0,0,1,0,0,1,0,4,1.0,0,0,0.0,0.833,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",David Dadikyan,Irakli Zirakashvili,David Dadikyan,Right,26,27,Hook,,Toproll,Press,115.0,95.0,20.0,185.0,190.0,-5.0,Armenia,Georgia,0,0,0,domestic,1,42.9,58.5,40.4,male,male,False,False,329,112,0,0,0,0,0,0,0,0,1.0,0,0,0.8,0.714,0.5,0.667,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Paul Linn,Ruslan Babaiev,Paul Linn,Right,44,36,Side,Hook,Hook,Side,95.0,95.0,0.0,183.0,180.0,3.0,United States Of America,Ukraine,0,0,0,domestic,1,47.4,44.2,67.9,male,male,False,False,112,0,2,0,0,0,2,0,0,0,0.67,0,0,0.0,0.636,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Todd Hutchings,Ibragim Sagov,Todd Hutchings,Right,58,35,Side,Press,Press,Side,98.0,115.0,-17.0,180.0,192.0,-12.0,United States Of America,Russia,0,0,0,domestic,1,58.3,50.0,50.0,male,male,False,False,385,0,1,0,0,0,1,1,0,0,0.5,0,0,0.0,0.75,0.5,0.6,0.5,0,0,0,0,0,0,0,0
East vs West 9,EvW,"August 26, 2023",Vitaly Laletin,Revaz Lutidze,Vitaly Laletin,Right,35,39,Toproll,,Toproll,Hook,140.0,145.0,-5.0,205.0,195.0,10.0,Russia,Georgia,0,0,0,domestic,1,50.0,53.4,50.0,male,male,False,False,329,112,3,0,0,0,3,1,0,0,0.0,0,0,0.75,0.875,0.5,0.5,0.5,-1,0,1,0,0,0,1,1
East vs West 9,EvW,"August 26, 2023",Devon Larratt,Ermes Gasparini,Devon Larratt,Right,50,31,Toproll,King's Move,Toproll,Press,120.0,130.0,-10.0,196.0,188.0,8.0,Canada,Italy,1,0,-1,transatlantic,1,80.0,58.5,50.0,male,male,False,False,63,28,2,0,2,0,3,3,0,0,0.6,0,0,0.6,0.5,0.8,0.6,0.667,-1,0,1,0,0,-3,2,5
East vs West 8,EvW,"July 29, 2023",Mindaugas Tarasaitis,Hristo Delidzhakov,Mindaugas Tarasaitis,Right,34,39,Toproll,Side,Toproll,Hook,76.0,75.0,1.0,178.0,171.0,7.0,Lithuania,Bulgaria,0,0,0,domestic,1,53.3,53.4,50.0,male,male,False,False,84,0,0,1,0,0,3,0,0,0,0.67,0,0,0.0,0.778,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Carolina Pettersson,Elizabeth Mocek,Carolina Pettersson,Right,34,28,Toproll,Hook,Toproll,,60.0,68.0,-8.0,166.0,160.0,6.0,Sweden,United States Of America,0,0,0,domestic,1,53.4,50.0,50.0,male,female,False,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.667,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Toms Rozits,Justin Bishop,Toms Rozits,Right,32,36,Hook,Toproll,King's Move,Press,85.0,82.0,3.0,184.0,183.0,1.0,Latvia,United States Of America,0,0,0,domestic,1,39.7,0.0,60.0,male,male,False,False,0,252,3,0,1,0,4,1,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Lachlan Adair,Andrei Chipreanov,Lachlan Adair,Right,35,28,Hook,Press,Hook,Toproll,107.0,95.0,12.0,186.0,180.0,6.0,Australia,Moldova,0,0,0,domestic,1,37.2,39.7,50.0,male,male,False,False,301,0,0,0,0,0,0,1,0,-2,0.0,0,0,0.0,0.286,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Rino Masic,Terence Opperman,Rino Masic,Right,21,,Press,Hook,Hook,,115.0,105.0,10.0,187.0,,,Croatia,South Africa,0,0,0,domestic,1,82.4,42.9,83.3,male,male,False,False,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.75,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Oleg Petrenko,Chance Shaw,Oleg Petrenko,Right,29,26,Side,Toproll,Hook,Toproll,104.0,130.0,-26.0,180.0,183.0,-3.0,Ukraine,United States Of America,0,0,0,domestic,1,69.2,39.7,67.9,male,male,False,False,189,189,3,0,0,0,3,1,0,0,0.33,0,0,0.33,0.714,0.5,0.167,0.0,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Daniel Procopciuc,Emil Amirshadyan,Daniel Procopciuc,Left,24,31,Hook,Toproll,Toproll,Hook,78.0,75.0,3.0,171.0,180.0,-9.0,Moldova,Armenia,0,0,0,domestic,1,39.7,53.4,40.4,male,male,False,False,84,0,2,1,0,0,3,0,0,0,0.67,0,0,0.0,0.5,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Sandris Sedis,Pavlo Derbedyenyev,Sandris Sedis,Right,31,44,Toproll,Hook,Toproll,Hook,114.0,120.0,-6.0,194.0,185.0,9.0,Latvia,Ukraine,0,0,0,domestic,1,53.4,53.4,50.0,male,male,False,False,252,154,4,0,1,1,6,3,0,3,1.0,0,0,0.0,0.6,1.0,0.0,1.0,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Wagner Bortolato,Ferit Osmanli,Wagner Bortolato,Left,44,43,Hook,Press,Hook,Toproll,151.0,137.0,14.0,188.0,187.0,1.0,Brazil,Turkey,1,0,-1,transatlantic,1,37.2,39.7,50.0,male,male,False,False,252,189,3,0,2,0,4,4,-2,0,0.0,0,0,0.0,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 8,EvW,"July 29, 2023",Georgi Tsvetkov,Artyom Morozov,Georgi Tsvetkov,Right,36,27,Toproll,Side,Toproll,Hook,165.0,142.0,23.0,190.0,195.0,-5.0,Bulgaria,Kazakhstan,0,0,0,domestic,1,53.3,53.4,50.0,male,male,False,False,189,35,0,0,3,1,1,8,0,0,0.0,5,3,1.0,0.5,0.5,0.733,1.0,0,0,0,0,0,1,1,0
East vs West 8,EvW,"July 29, 2023",Ermes Gasparini,Jerry Cadorette,Ermes Gasparini,Right,31,52,Toproll,Press,Press,,130.0,147.0,-17.0,188.0,187.0,1.0,Italy,United States Of America,0,0,0,domestic,1,58.5,50.0,45.5,male,male,False,False,154,189,6,0,3,1,9,8,0,0,0.6,0,2,1.0,0.6,0.667,0.6,0.5,0,0,0,0,0,-1,0,1
East vs West 7,EvW,"May 6, 2023",Mindaugas Tarasaitis,Oleg Cherkasov,Mindaugas Tarasaitis,Right,34,34,Toproll,Side,Hook,Toproll,76.0,70.0,6.0,178.0,182.0,-4.0,Lithuania,Russia,0,0,0,domestic,1,53.3,39.7,59.6,male,male,False,False,105,448,0,0,0,0,0,0,0,0,0.5,0,0,0.0,0.778,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Bacho Saginashvili,Adam Wawrzynski,Bacho Saginashvili,Right,20,28,Hook,Side,Toproll,Hook,95.0,93.0,2.0,186.0,183.0,3.0,Georgia,United States Of America,0,0,0,domestic,1,44.2,53.4,40.4,male,male,False,False,0,168,6,0,4,0,6,10,0,0,0.0,0,0,0.0,0.667,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Daniel Procopciuc,Doug Erlich,Daniel Procopciuc,Right,24,39,Hook,Toproll,Hook,Press,78.0,77.0,1.0,171.0,185.0,-14.0,Moldova,United States,0,0,0,domestic,1,39.7,37.2,50.0,male,male,False,False,168,105,10,2,0,0,17,2,0,0,0.5,0,0,0.0,0.5,0.5,0.333,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Zurab Tavberidze,Rob Vigeant Jr.,Zurab Tavberidze,Right,28,44,Hook,Side,Hook,Press,105.0,104.0,1.0,180.0,188.0,-8.0,Georgia,United States Of America,0,0,0,domestic,1,44.2,37.2,50.0,male,male,False,False,105,0,10,2,2,0,16,9,0,2,0.4,0,0,0.0,0.455,1.0,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Alizhan Muratov,Kody Merritt,Alizhan Muratov,Left,27,51,Toproll,Hook,King's Move,Toproll,104.0,153.0,-49.0,180.0,188.0,-8.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,14.3,100.0,male,male,False,False,105,273,11,1,0,0,18,1,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Georgii Dzeranov,Arif Ertem,Georgii Dzeranov,Right,38,34,Hook,Side,Toproll,Hook,123.0,150.0,-27.0,190.0,186.0,4.0,Kazakhstan,Turkey,0,0,0,domestic,1,44.2,53.4,40.4,male,male,False,False,168,105,3,0,8,1,5,14,0,0,1.0,0,2,0.67,0.571,1.0,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Vitaly Laletin,Tobias Sporrong,Vitaly Laletin,Left,35,27,Toproll,,Side,Hook,140.0,130.0,10.0,205.0,193.0,12.0,Russia,Sweden,0,0,0,domestic,1,50.0,47.4,57.1,male,male,False,False,217,350,9,2,3,0,18,4,0,0,0.0,0,0,0.33,0.875,0.5,0.4,0.0,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Davit Samushia,Brandon Ellsessor,Davit Samushia,Right,33,34,Press,Hook,Hook,Toproll,85.0,85.0,0.0,178.0,182.0,-4.0,Georgia,United States Of America,0,0,0,domestic,1,82.4,39.7,83.3,male,male,False,False,105,0,9,0,0,0,12,2,0,3,1.0,0,0,0.0,0.833,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Sasho Andreev,Paul Linn,Sasho Andreev,Right,28,44,Hook,,Side,Hook,88.0,95.0,-7.0,169.0,183.0,-14.0,Bulgaria,United States Of America,0,0,0,domestic,1,42.9,47.4,32.1,male,male,False,False,0,105,4,0,0,1,6,9,0,0,0.0,0,2,1.0,0.4,0.5,0.636,0.5,0,0,0,0,0,0,0,0
East vs West 7,EvW,"May 6, 2023",Revaz Lutidze,Dave Chaffee,Revaz Lutidze,Right,39,48,Toproll,Hook,Side,Press,145.0,125.0,20.0,195.0,188.0,7.0,Georgia,United States Of America,0,0,0,domestic,1,53.4,58.3,57.1,male,male,False,False,168,168,2,0,8,0,2,17,0,0,0.67,0,-3,0.25,0.5,0.5,0.444,0.0,0,0,0,0,0,0,1,1
East vs West 7,EvW,"May 6, 2023",Kydyrgali Ongarbaev,Irakli Zirakashvili,Kydyrgali Ongarbaev,Right,30,27,Toproll,Hook,Toproll,Press,105.0,95.0,10.0,186.0,190.0,-4.0,Kazakhstan,Georgia,0,0,0,domestic,1,53.4,58.5,50.0,male,male,False,False,105,105,10,2,2,0,18,2,0,2,1.0,0,4,0.8,0.6,0.0,0.667,0.5,0,0,0,0,0,1,1,0
East vs West 7,EvW,"May 6, 2023",Genadi Kvikvinia,Devon Larratt,Genadi Kvikvinia,Right,40,50,Hook,Press,Toproll,King's Move,140.0,120.0,20.0,185.0,196.0,-11.0,Georgia,Canada,0,1,1,transatlantic,1,37.2,80.0,40.4,male,male,False,False,105,168,5,2,7,0,8,22,0,0,0.6,0,0,0.75,0.429,0.5,0.5,0.8,0,0,0,0,0,-3,0,3
East vs West 6,EvW,"January 21, 2023",Doug Erlich,Raimonds Liepins,Doug Erlich,Right,39,34,Hook,Press,Hook,Press,77.0,83.0,-6.0,185.0,170.0,15.0,United States,Latvia,0,0,0,domestic,1,37.2,37.2,50.0,male,male,False,False,0,168,1,0,4,0,1,5,0,0,0.0,0,2,1.0,0.333,0.5,0.6,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Ahmet Yenerer,Robert Baxter,Ahmet Yenerer,Right,53,60,Press,Hook,Hook,Toproll,121.0,119.0,2.0,183.0,193.0,-10.0,Turkey,United States Of America,0,0,0,domestic,1,82.4,39.7,83.3,male,male,False,False,0,0,0,0,2,0,1,3,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Efe Komek,Beket Aitbek,Efe Komek,Left,30,22,Toproll,Hook,Toproll,Press,120.0,113.0,7.0,186.0,185.0,1.0,Turkey,Kazakhstan,0,0,0,domestic,1,53.4,58.5,50.0,male,male,False,False,245,0,1,0,0,0,2,1,0,0,0.67,0,0,0.0,0.8,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Corey West,Ferit Osmanli,Corey West,Left,34,43,Hook,Side,Hook,Toproll,195.0,137.0,58.0,192.0,187.0,5.0,United States Of America,Turkey,0,0,0,domestic,1,44.2,39.7,50.0,male,male,False,False,210,0,8,0,0,0,8,5,0,0,0.0,0,0,0.0,0.286,0.0,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Davit Arabuli,Chance Shaw,Davit Arabuli,Right,28,26,Toproll,Hook,Hook,Toproll,120.0,130.0,-10.0,188.0,183.0,5.0,Georgia,United States Of America,0,0,0,domestic,1,53.4,39.7,59.6,male,male,False,False,0,168,2,0,3,0,3,3,0,0,0.0,0,0,0.5,0.5,0.5,0.167,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Nurdalet Aidarkhan,Mindaugas Tarasaitis,Nurdalet Aidarkhan,Right,27,34,Toproll,Hook,Toproll,Side,75.0,76.0,-1.0,175.0,178.0,-3.0,Kazakhstan,Lithuania,0,0,0,domestic,1,53.4,53.3,50.0,male,male,False,False,0,63,5,0,2,0,6,2,0,0,0.0,0,0,0.0,0.667,0.5,0.778,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Zurab Tavberidze,Curtis Cameron,Zurab Tavberidze,Right,28,39,Hook,Side,Toproll,,105.0,115.0,-10.0,180.0,175.0,5.0,Georgia,Canada,0,1,1,transatlantic,1,44.2,50.0,40.4,male,male,False,False,63,0,3,0,2,0,6,2,0,0,0.4,0,0,0.0,0.455,1.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Barbora Bajciova,Gabriela Vasconcelos,Barbora Bajciova,Right,25,37,Toproll,Hook,Hook,Toproll,122.0,80.0,42.0,188.0,157.0,31.0,Slovakia,Brazil,0,1,1,transatlantic,1,53.4,39.7,59.6,female,female,False,False,0,168,2,0,4,0,2,6,0,0,0.0,0,2,1.0,1.0,1.0,0.5,0.6,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Irakli Zirakashvili,John Brzenk,Irakli Zirakashvili,Right,27,60,Toproll,Press,Hook,Toproll,95.0,104.0,-9.0,190.0,181.0,9.0,Georgia,United States Of America,0,0,0,domestic,1,58.5,39.7,59.6,male,male,False,False,112,63,2,0,8,1,3,14,0,3,0.75,0,0,0.6,0.667,0.5,0.4,0.0,0,0,0,0,0,-1,0,1
East vs West 6,EvW,"January 21, 2023",Davit Samushia,Craig Tullier,Davit Samushia,Right,33,52,Press,Hook,Side,Press,85.0,85.0,0.0,178.0,175.0,3.0,Georgia,United States Of America,0,0,0,domestic,1,82.4,58.3,50.0,male,male,False,False,63,0,7,0,1,0,8,1,0,2,1.0,0,0,0.0,0.833,0.5,0.5,1.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Alizhan Muratov,Oleg Petrenko,Alizhan Muratov,Left,27,29,Toproll,Hook,Side,Toproll,104.0,104.0,0.0,180.0,180.0,0.0,Kazakhstan,Ukraine,0,0,0,domestic,1,53.4,69.2,57.1,male,male,False,False,0,63,5,0,3,0,6,5,0,0,0.0,0,0,0.5,1.0,0.5,0.714,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Arif Ertem,Corey West,Arif Ertem,Right,34,34,Toproll,Hook,Hook,Side,150.0,195.0,-45.0,186.0,192.0,-6.0,Turkey,United States Of America,0,0,0,domestic,1,53.4,44.2,59.6,male,male,False,False,245,210,5,0,8,0,6,8,0,0,0.5,0,0,0.0,0.4,0.5,0.286,0.0,0,0,0,0,0,1,1,0
East vs West 6,EvW,"January 21, 2023",Genadi Kvikvinia,Ferit Osmanli,Genadi Kvikvinia,Right,40,43,Hook,Press,Hook,Toproll,140.0,137.0,3.0,185.0,187.0,-2.0,Georgia,Turkey,0,0,0,domestic,1,37.2,39.7,50.0,male,male,False,False,168,0,9,0,0,0,10,5,0,0,0.5,0,0,0.0,0.429,0.5,0.0,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Paul Linn,Rustam Babayev,Paul Linn,Right,44,43,Side,Hook,Hook,,95.0,95.0,0.0,183.0,172.0,11.0,United States Of America,Ukraine,0,0,0,domestic,1,47.4,42.9,67.9,male,male,False,False,63,0,3,0,4,0,4,9,0,0,0.0,0,0,0.0,0.636,0.5,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Kydyrgali Ongarbaev,Michael Todd,Kydyrgali Ongarbaev,Right,30,51,Toproll,Hook,King's Move,Side,105.0,105.0,0.0,186.0,191.0,-5.0,Kazakhstan,United States Of America,0,0,0,domestic,1,53.4,45.5,100.0,male,male,False,False,168,245,4,0,5,0,8,9,0,0,0.0,0,-3,0.0,0.6,0.0,0.5,0.0,0,0,0,0,0,0,0,0
East vs West 6,EvW,"January 21, 2023",Jerry Cadorette,Georgi Tsvetkov,Jerry Cadorette,Right,52,36,Press,,Toproll,Side,147.0,165.0,-18.0,187.0,190.0,-3.0,United States Of America,Bulgaria,0,0,0,domestic,1,50.0,53.3,54.5,male,male,False,False,168,0,7,0,1,0,9,3,0,0,0.0,0,0,0.0,0.6,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Zurab Tavberidze,Ryan Bowen,Zurab Tavberidze,Right,28,41,Hook,Side,King's Move,Toproll,105.0,91.0,14.0,180.0,185.0,-5.0,Georgia,Australia,0,0,0,domestic,1,44.2,14.3,60.0,male,male,False,False,105,49,4,0,0,0,8,0,2,-2,0.6,0,0,0.5,0.455,1.0,0.25,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Georgii Dzeranov,Serhii Kalinichenko,Georgii Dzeranov,Right,38,32,Hook,Side,Toproll,Press,123.0,118.0,5.0,190.0,187.0,3.0,Kazakhstan,Ukraine,0,0,0,domestic,1,44.2,58.5,40.4,male,male,False,False,0,0,3,0,0,0,3,0,0,0,0.0,0,0,0.0,0.571,1.0,0.571,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Mindaugas Tarasaitis,Justin Bishop,Mindaugas Tarasaitis,Right,34,36,Toproll,Side,King's Move,Press,76.0,82.0,-6.0,178.0,183.0,-5.0,Lithuania,United States Of America,0,0,0,domestic,1,53.3,0.0,100.0,male,male,False,False,0,0,3,0,0,0,6,0,0,0,0.0,0,0,0.0,0.778,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Adam Wawrzynski,Bozhidar Simeonov,Adam Wawrzynski,Right,28,27,Toproll,Hook,Toproll,Side,93.0,85.0,8.0,183.0,175.0,8.0,United States Of America,Bulgaria,0,0,0,domestic,1,53.4,53.3,50.0,male,male,False,False,0,105,0,0,3,0,0,5,0,0,0.0,0,0,0.5,0.5,0.5,0.4,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Oleg Petrenko,Zurab Tavberidze,Oleg Petrenko,Left,29,28,Side,Toproll,Hook,Side,104.0,105.0,-1.0,180.0,180.0,0.0,Ukraine,Georgia,0,0,0,domestic,1,69.2,44.2,67.9,male,male,False,False,0,105,6,0,4,0,8,8,0,0,0.0,2,-2,0.6,0.714,0.5,0.455,1.0,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Davit Samushia,Daniel Procopciuc,Davit Samushia,Right,33,24,Press,Hook,Hook,Toproll,85.0,78.0,7.0,178.0,171.0,7.0,Georgia,Moldova,0,0,0,domestic,1,82.4,39.7,83.3,male,male,False,False,105,105,4,0,3,0,5,4,0,0,0.0,0,0,0.0,0.833,0.5,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Georgii Dzeranov,Wagner Bortolato,Georgii Dzeranov,Left,38,44,Hook,Side,Hook,Press,123.0,151.0,-28.0,190.0,188.0,2.0,Kazakhstan,Brazil,0,1,1,transatlantic,1,44.2,37.2,50.0,male,male,False,False,0,231,3,0,1,0,3,2,0,0,0.0,0,0,0.0,0.571,1.0,0.0,0.333,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Paul Linn,lrakli Gamtenadze,Paul Linn,Right,44,37,Side,Hook,Hook,,95.0,95.0,0.0,183.0,181.0,2.0,United States Of America,Georgia,0,0,0,domestic,1,47.4,42.9,67.9,male,male,False,False,0,0,2,0,4,0,4,5,0,0,0.0,0,0,0.0,0.636,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",John Brzenk,Oleg Petrenko,John Brzenk,Right,60,29,Hook,Toproll,Side,Toproll,104.0,104.0,0.0,181.0,180.0,1.0,United States Of America,Ukraine,0,0,0,domestic,1,39.7,69.2,32.1,male,male,False,False,105,0,5,1,6,0,10,8,0,0,0.5,0,0,0.0,0.4,0.0,0.714,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Artyom Morozov,Revaz Lutidze,Artyom Morozov,Right,27,39,Toproll,Hook,Toproll,Hook,142.0,145.0,-3.0,195.0,195.0,0.0,Kazakhstan,Georgia,0,0,0,domestic,1,53.4,53.4,50.0,male,male,True,False,105,105,6,1,1,0,11,4,3,2,0.8,0,2,1.0,0.733,1.0,0.5,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Ermes Gasparini,Dave Chaffee,Ermes Gasparini,Right,31,48,Toproll,Press,Side,Press,130.0,125.0,5.0,188.0,188.0,0.0,Italy,United States Of America,0,0,0,domestic,1,58.5,58.3,57.1,male,male,False,False,231,105,5,2,5,0,12,9,0,3,1.0,0,-2,0.33,0.6,0.667,0.444,0.0,1,1,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Haydar Gildil,Cobra Rhodes,Haydar Gildil,Right,59,60,Toproll,Hook,Toproll,,73.0,75.0,-2.0,177.0,185.0,-8.0,Turkey,United States Of America,0,0,0,domestic,1,53.4,50.0,50.0,male,male,False,False,0,0,1,0,2,0,1,3,0,0,0.0,0,0,0.0,1.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0
East vs West 5,EvW,"November 19, 2022",Sandris Sedis,Matt Mask,Sandris Sedis,Right,31,43,Toproll,Hook,Toproll,Hook,114.0,114.0,0.0,194.0,196.0,-2.0,Latvia,Canada,0,1,1,transatlantic,1,53.4,53.4,50.0,male,male,False,False,105,182,2,0,6,0,2,8,0,2,1.0,0,-2,0.0,0.6,1.0,1.0,0.455,0,0,0,0,0,0,0,0
